,0
2071,09005700121709201218560828V
2072,09005700121709210916587382N
2073,09005700121709181505155972N
2074,09005700121709191026116318V
2075,09005700121709181302189372N
2076,09005700121709201227129758V
2077,09005700121709171337480212N
2078,09005700121709191545538372N
2079,09005700121709161754046032N
2080,09005700121709211642087702N
2081,09005700121709191153485368V
2082,09005700011601131108575842P
2083,09005700121709201332559588V
2084,09005700121709191554241602N
2085,09005700121709191544210302N
2086,01005700001311301558044495N
2087,09005700121709201401325718V
2088,09005700121709161709317872N
2089,09005700121709201048365758V
2090,09005700121709201227201948V
2091,09005700121709161703039172N
2092,09005700121709201100453138V
2093,09005700121709181303058422N
2094,09005700121709171345524092N
2095,09005700121709191318368578V
2096,09005700121709171238004002N
2097,09005700121709171225065662N
2098,09005700011601121359138862O
2099,09005700121709171313561302N
2100,09005700121709211536209702N
2101,09005700121709171238084512N
2102,09005700011601111533249282O
2103,09005700121709191551566782N
2104,09005700121709191558221622N
2105,09005700121709181341254738V
2106,09005700121709201045278868V
2107,09005700121709181340345288V
2108,09005700121709191153557098V
2109,09005700011602161430046892O
2110,09005700121709201052519148V
2111,09005700121709181302277032N
2112,09005700121709171324175712N
2113,09005700121709191548320812N
2114,09005700121709171323380562N
2115,09005700011601091000093899I
2116,09005700121709200955120738V
2117,09005700011601091112438349I
2118,09005700121709171320047692N
2119,09005700011601131034421552C
2120,09005700011602161428366372O
2121,09005700121709201231166518V
2122,09005700121709161721222512N
2123,09005700121709171239090372N
2124,09005700121709191552458632N
2125,09005700121709201232187748V
2126,09005700121709181516364462N
2127,09005700121709201332586988V
2128,09005700121709161744079302N
2129,09005700121709171330312052N
2130,09005700121709211550386022N
2131,09005700011601131025384032C
2132,09005700121709191549298892N
2133,09005700121709181307193672N
2134,09005700121709191110143818V
2135,09005700121709201034453178V
2136,09005700121709210916550132N
2137,09005700121709201031524858V
2138,09005700121709161709342062N
2139,09005700121709181344280648V
2140,09005700121709171233014492N
2141,09005700121709201028476368V
2142,09005700121709181505143272N
2143,09005700121709201219018788V
2144,09005700121709191016442068V
2145,09005700121709211601133262N
2146,09005700121709161732573632N
2147,09005700121709191547350002N
2148,09005700011601091118401779I
2149,09005700121709181250146582N
2150,09005700121709161544018462N
2151,09005700121709191612390992N
2152,09005700121709181247119892N
2153,09005700121709191324192278V
2154,09005700121709211606051452N
2155,09005700121709181210105288V
2156,09005700121709211603348832N
2157,09005700011601131326523492C
2158,09005700121709181324292838V
2159,09005700011601121550357232O
2160,09005700121709181238106372N
2161,09005700121709211607138332N
2162,09005700121709171335163872N
2163,09005700121709161503512562N
2164,09005700121709201333101238V
2165,09005700121709171352228552N
2166,09005700121709191132468788V
2167,09005700011601121418343032O
2168,09005700121709161706405012N
2169,09005700121709191543271102N
2170,09005700121709181216413778V
2171,09005700121709201014172388V
2172,09005700121709201016235448V
2173,09005700121709210921456992N
2174,09005700121709201702296188V
2175,09005700121709181216502678V
2176,09005700121709191547379172N
2177,09005700121709181705023438V
2178,09005700121709181248103572N
2179,09005700121709201102485238V
2180,09005700121709181318509398V
2181,09005700121709181256384572N
2182,09005700121709181342497538V
2183,09005700121709181218077008V
2184,09005700121709161503551192N
2185,09005700121709191555395972N
2186,09005700121709201028546008V
2187,09005700121709181307315562N
2188,09005700121709191553451812N
2189,09005700121709171216445882N
2190,09005700121709190943096902N
2191,09005700121709181516024632N
2192,09005700121709201705463168V
2193,09005700121709161709354182N
2194,09005700121709181309009882N
2195,09005700121709201333254878V
2196,09005700121709181243362522N
2197,09005700121709181506006212N
2198,09005700121709181452028642N
2199,09005700121709181321184988V
2200,09005700121709171335151652N
2201,09005700121709210921190522N
2202,09005700121709201041397258V
2203,09005700011601121418294002O
2204,09005700121709161733046952N
2205,09005700121709191548540232N
2206,09005700011601111531414562O
2207,09005700121709171224074942N
2208,09005700121709191129100918V
2209,09005700121709191105260798V
2210,09005700121709191543438932N
2211,09005700121709211549188122N
2212,09005700121709161702432482N
2213,09005700121709181516294732N
2214,09005700121709161734350422N
2215,09005700121709211532323122N
2216,09005700121709191020418668V
2217,09005700121709191544533662N
2218,09005700121709181243200302N
2219,09005700121709171235476592N
2220,09005700121709171354290512N
2221,09005700121709171212448302N
2222,09005700121709201218268678V
2223,09005700121709191015485288V
2224,09005700011601090956489009I
2225,09005700121709181336391298V
2226,09005700121709161723238682N
2227,09005700121709191017029218V
2228,09005700121709171216248312N
2229,09005700121709210928509082N
2230,09005700121709191549199282N
2231,09005700011601091113409139I
2232,09005700121709171257221692N
2233,09005700121709201402092828V
2234,09005700121709161730057592N
2235,09005700121709201340383218V
2236,09005700121709171223450102N
2237,09005700121709161713247792N
2238,09005700121709181517454262N
2239,09005700121709161543594802N
2240,09005700121709190941372092N
2241,09005700121709191153354368V
2242,09005700121709161707104012N
2243,09005700121709191107463148V
2244,09005700011601121417463852O
2245,09005700121709191155193548V
2246,09005700121709191017269978V
2247,09005700121709181342209418V
2248,09005700121709181301463712N
2249,09005700011601121417509042O
2250,09005700121709181302596652N
2251,09005700121709171344000892N
2252,09005700121709171233534232N
2253,09005700121709171314317312N
2254,09005700121709181302162972N
2255,09005700121709181238519332N
2256,09005700121709171209062722N
2257,09005700011601121048376229I
2258,09005700121709201230027018V
2259,09005700121709201047017278V
2260,09005700121709200934443248V
2261,09005700121709211548291852N
2262,09005700121709211548566962N
2263,09005700121709211549091942N
2264,09005700121709171337524282N
2265,09005700121709201104534568V
2266,09005700121709201337182978V
2267,09005700121709201359484298V
2268,09005700121709191119402748V
2269,09005700121709161712056782N
2270,09005700121709201047501468V
2271,09005700121709181337572338V
2272,09005700121709181317470508V
2273,09005700121709181250595002N
2274,09005700121709181321371648V
2275,09005700121709191555018262N
2276,01005700001311291309015345N
2277,09005700121709210922061882N
2278,01005700001311291634374355N
2279,09005700011601131406292452C
2280,09005700122003201337108823O
2281,09005700121709201407196108V
2282,09005700121709171330112242N
2283,09005700121709211543366052N
2284,09005700121709181506563642N
2285,09005700121709181322305988V
2286,09005700121709161707091732N
2287,09005700121709171310400022N
2288,09005700121709181250159762N
2289,09005700121709181321136578V
2290,09005700121709171225201672N
2291,09005700121709181341215688V
2292,09005700121709181705532558V
2293,09005700121709181250533642N
2294,09005700121709171214123812N
2295,01005700001311301425536995N
2296,09005700121709201231399928V
2297,09005700121709181323311048V
2298,09005700121709190941511002N
2299,09005700121709191548305942N
2300,09005700121709191613524962N
2301,09005700121709190947135198V
2302,09005700121709181526045822N
2303,09005700121709171332357342N
2304,09005700121709181305240432N
2305,09005700121709191110091208V
2306,09005700121709191004068408V
2307,09005700121709191605168952N
2308,09005700121709181704280808V
2309,09005700121709211532575122N
2310,09005700011601091056261089I
2311,09005700121709190941209392N
2312,09005700121709171238158162N
2313,09005700121709171306086602N
2314,09005700121709181300116892N
2315,09005700121709161726349772N
2316,09005700011601131326505872C
2317,09005700121709181459253732N
2318,09005700121709161754475002N
2319,09005700121709191128169558V
2320,09005700121709161707535852N
2321,09005700121709171231265582N
2322,09005700121709171311053652N
2323,09005700121709161722430282N
2324,09005700121709211628101032N
2325,09005700121709161723251632N
2326,09005700121709201402148998V
4654,09005700121709161310298282N
4655,09005700121709161402434682N
4656,09005700121709161340015002N
4657,09005700121709241027574978S
4658,09005700121709161402490572N
4659,09005700121709161323493262N
4660,09005700121709161315595602N
4661,09005700121709161327395532N
4662,09005700121709220957361458S
4663,09005700121709161414208222N
4664,09005700121709161216277092N
4665,09005700121709221505358168S
4666,09005700121709161418248242N
4667,09005700121709161231274272N
4668,09005700121709161336477002N
4669,09005700121709161233567242N
4670,09005700121709161323231542N
4671,09005700121709241026135618S
4672,09005700121709161231330572N
4673,09005700121709161210374232N
4674,09005700121709161410363382N
4675,09005700121709161335362772N
4676,09005700121709161210186332N
4677,09005700121709161335039872N
4678,09005700121709161213082442N
4679,09005700121709161218547032N
4680,09005700121709161324301582N
4681,09005700121709161317534842N
4682,09005700011601101017148092C
4683,09005700121709161307023252N
4684,09005700121709161216471562N
4685,09005700121709241027506958S
4686,09005700121709220957378428S
4687,09005700121709161321563712N
4688,09005700121709161417000892N
4689,09005700121709161307060302N
4690,09005700121709161310436062N
4691,09005700121709161328260492N
4692,01005700001311290915440035M
4693,09005700121709161234065902N
4694,09005700121709161313516212N
4695,09005700121709161303141322N
4696,09005700121709161327098122N
4697,09005700121709221505319198S
4698,09005700121709241028337258S
4699,09005700121709161230455812N
4700,09005700121709161459521082N
4701,09005700121709161311569762N
4702,09005700121709161303422912N
4703,09005700121709161406154552N
4704,09005700121709161319258532N
4705,09005700121709161234028602N
4706,09005700011601061243460052C
4707,09005700121709161418222092N
4708,09005700121709161402397782N
4709,09005700121709161304031892N
4710,09005700121709161234214312N
4711,09005700121709161231170792N
4712,09005700121709161319236402N
4713,09005700121709240959150938S
4714,09005700121709161323573712N
4715,09005700121709161315509292N
4716,09005700121709161209191432N
4717,09005700121709161334030062N
4718,09005700121709241027549468S
4719,09005700121709161211149942N
4720,09005700121709161411011372N
4721,01005700001311291052034975M
4722,09005700121709161310397732N
4723,09005700121709161402422282N
4724,09005700121709161213051092N
4725,09005700121709161213026182N
4726,09005700121709161310359882N
4727,09005700121709161336097612N
4728,09005700121709161223244352N
4729,09005700121709161339462312N
4730,09005700121709161327083902N
4731,09005700121709161235258302N
4732,09005700121709241027436288S
4733,09005700121709161235275812N
4734,09005700121709161316032952N
4735,09005700121709161212585592N
4736,09005700121709161315325092N
4737,09005700121709231812365098S
4738,09005700121709161304217232N
4739,09005700121709221525431518S
4740,09005700121709161411093402N
4741,09005700121709161340091122N
4742,09005700121709161315165322N
4743,09005700121709161327596652N
4744,09005700121709161218437912N
4745,09005700121709161406454742N
4746,09005700121709161223117702N
4747,09005700121709241026237618S
4748,09005700121709161236164042N
4749,09005700121709161334270022N
4750,09005700121709161415447942N
4751,09005700121709161315201222N
4752,09005700121709161209179222N
4753,09005700121709161336309222N
4754,09005700121709161305197542N
4755,09005700121709161233511872N
4756,09005700121709161417056622N
4757,01005700001311290912215075M
4758,09005700121709161301316322N
4759,09005700121709161325575512N
4760,09005700121709161316164002N
4761,09005700121709161208250662N
4762,09005700121709161310347842N
4763,09005700121709231812497508S
4764,09005700121709161234103362N
4765,09005700121709240959101338S
4766,09005700121709161231209612N
4767,09005700121709161231249852N
4768,09005700121709161312459962N
4769,09005700121709161257428682N
4770,09005700121709161323345172N
4771,09005700121709161303393302N
4772,09005700121709161321543842N
4773,09005700121709231812406028S
4774,09005700121709161315362552N
4775,09005700121709161414221292N
4776,09005700121709241217365158S
4777,01005700001311291000504785M
4778,09005700121709161319159192N
4779,09005700121709161327408152N
4780,09005700121709161233383722N
4781,09005700121709161210246582N
4782,09005700121709161326001792N
4783,09005700121709161335076972N
4784,09005700121709221505306588S
4785,09005700121709241026260988S
4786,09005700121709161230087992N
4787,09005700121709241030524068S
4788,09005700121709161401555702N
4789,09005700121709161418235492N
4790,09005700121709161335192612N
4791,09005700121709161401542602N
4792,09005700121709161218509282N
4793,09005700121709161406167312N
4794,09005700011601061244090142C
4795,09005700121709161339348872N
4796,09005700121709161214130612N
4797,09005700121709161227230212N
4798,09005700121709161324033262N
4799,09005700011606271313054228Y
4800,09005700011601061243480172C
4801,09005700121709161257160312N
4802,09005700121709161310320932N
4803,09005700121709161335012552N
4804,01005700001311291055074745M
4805,09005700121709161318051322N
4806,09005700121709161218589622N
4807,09005700121709161235412022N
4808,09005700121709161340039702N
4809,09005700121709161208429092N
4810,09005700121709161219491682N
4811,09005700121709161312478262N
4812,09005700121709221524334818S
4813,09005700011601061248275042C
4814,09005700121709161315374032N
4815,09005700121709221506562788S
4816,09005700121709161408214122N
4817,09005700121709161313280842N
4818,09005700121709161326580682N
4820,09005700121709161230489472N
4821,09005700121709241027323958S
4822,09005700121709161235426602N
4823,09005700121709231812591878S
4824,09005700121709161219091412N
4825,09005700121709161304101202N
4826,09005700121709161324211412N
4827,09005700121709161408187222N
4828,09005700121709161311073842N
4829,09005700121709161316057672N
4830,09005700121709161219253052N
4831,09005700121709161223138282N
4832,09005700121709161414233212N
4833,01005700001311291048419565M
4834,09005700121709161328089452N
4835,09005700121709161223196282N
4836,09005700121709231812341478S
4837,09005700121709161406179512N
4838,09005700121709161216401002N
4839,09005700121709231813152788S
4840,09005700121709161408528402N
4841,09005700121709231813295248S
4842,09005700121709161324447542N
4843,09005700121709161326556492N
4844,09005700121709161315312572N
4845,09005700121709161257036762N
4846,09005700121709161315385952N
4847,09005700121709161236332962N
4848,09005700121709241030372168S
4849,09005700121709231812289928S
4850,09005700121709161312442562N
4851,09005700121709161214150072N
4852,09005700121709161324516462N
4853,09005700121709241028360128S
4854,09005700121709161219521582N
4855,09005700121709221525460228S
4856,09005700121709161315177292N
4857,09005700121709161333430222N
4858,09005700121709161324169462N
4859,09005700121709161415393462N
4860,01005700001311290914130265M
4861,09005700121709161316020462N
4862,09005700121709241217240018S
4863,09005700121709161457348772N
4864,09005700121709161315337282N
4865,09005700121709161322445292N
4866,09005700121709241028021118S
4867,09005700121709161209155022N
4868,09005700121709161305277052N
4869,09005700121709161231044302N
4870,09005700121709161310508262N
4871,09005700121709161209343992N
4872,09005700121709161236318892N
4873,09005700121709161406468142N
4874,09005700121709161324461182N
4875,09005700121709240958352218S
4876,09005700121709221506356008S
4877,09005700121709161415479652N
4878,09005700121709161328272892N
4879,09005700121709161339095542N
4880,09005700121709161300429802N
4881,09005700121709161219535212N
4882,09005700121709241217348738S
4883,01005700001311291000325165M
4884,09005700121709161209450152N
4885,09005700121709161457016032N
4886,09005700121709161411107202N
4887,09005700121709161209474522N
4888,09005700121709161235398922N
4889,01005700001311291048399655M
4890,09005700121709161317491272N
4891,09005700121709231812555568S
4892,01005700001311290912490325M
4893,09005700121709161327375892N
4894,09005700121709161323101932N
4895,09005700121709241030274488S
4896,09005700121709161303108292N
4897,09005700121709161208237882N
4898,09005700121709161312300262N
4899,09005700121709161406435942N
4900,09005700011606271352490738Y
4901,09005700121709221505345448S
4902,09005700121709161216376942N
4903,09005700121709221505401468S
4904,09005700121709161323160642N
4905,09005700121709221524450188S
4906,09005700121709221505386388S
4907,09005700121709161209556462N
4908,09005700121709231812377088S
4909,09005700121709161336551692N
4910,09005700121709161401283052N
4911,09005700121709161402409562N
4912,01005700001311291000419975M
4913,09005700121709161315398582N
4914,09005700121709221525445718S
4915,09005700121709161315583662N
4916,09005700121709161335064922N
4917,09005700121709161218201722N
4918,09005700121709161211128492N
4919,09005700121709161304131162N
4920,09005700121709161216182322N
4921,09005700121709221505556298S
4922,09005700121709161211169422N
4923,09005700121709161235454632N
4924,09005700121709231813010098S
4925,09005700121709161209356552N
4926,09005700121709161406411502N
4927,09005700121709161410351242N
4928,09005700121709241217331828S
4929,09005700121709161214028442N
4930,09005700121709161335027652N
4931,09005700121709161335217002N
4932,09005700121709161339443812N
4933,09005700121709161210208742N
4934,09005700121709161214043522N
4935,09005700121709161209462422N
4936,09005700121709220957396788S
4937,09005700121709161233494202N
4938,09005700121709161417068772N
4939,09005700121709241213501648S
4940,09005700121709221525419028S
4941,09005700121709161408515102N
4942,01005700001311291123379405M
4943,09005700121709161406141232N
4944,09005700121709241027377218S
4945,09005700121709161402386012N
4946,09005700121709161257021112N
4947,09005700121709161233481522N
4948,09005700121709161327420152N
4949,09005700121709221505443238S
4950,09005700121709161323145022N
4951,09005700121709161407371872N
4952,09005700121709241030496178S
4953,09005700121709231813218338S
4954,09005700121709161316175972N
4955,09005700011601061243440132C
4956,09005700121709161315214222N
4957,09005700121709161236144352N
4958,09005700121709241217379328S
4959,09005700121709231812327788S
4960,09005700121709161315189072N
4961,09005700121709221505592488S
4962,09005700121709161339431792N
4963,09005700121709161335442862N
4964,09005700121709161234235712N
4965,01005700001311291001354825M
4966,09005700121709161305291972N
4967,09005700121709161335380032N
4968,09005700121709161401506642N
4969,09005700121709161218559652N
4970,01005700001311291001369865M
4971,09005700121709221505515348S
4972,09005700121709241028404808S
4973,09005700121709161336115772N
4974,09005700121709161325588912N
4975,09005700121709161333442622N
4976,09005700121709161415466222N
4977,09005700121709161318344322N
4978,09005700121709161313455212N
4979,09005700121709161315546762N
4980,09005700121709161325102532N
4981,09005700121709221506152008S
4982,09005700121709161231366442N
4983,09005700121709231812313318S
4984,09005700121709161209167202N
4985,09005700121709161259135822N
4986,09005700121709161325519152N
4987,09005700121709161232198322N
4988,01005700001311291043204695M
4989,09005700121709161234192512N
4990,09005700121709221505332298S
4991,09005700121709220957426388S
4992,09005700121709231813272538S
4993,09005700121709161340531582N
4994,09005700121709161340547302N
4995,09005700121709161408294452N
6858,09005700121709191000414228V
7324,09005700121709161205197432N
7326,09005700121709161204046052N
7327,09005700121709161205457472N
7328,09005700121709161205506352N
7329,09005700121709161205096522N
7330,09005700121709161203503632N
7331,09005700121709161205220422N
7332,09005700121709161204091062N
7333,09005700121709161317167272N
9775,09005700011601121100176229I
19007,09005700121709161203440152N
19044,09005700121709161652515642N
19122,09005700121709161715247452N
19135,09005700121709161654499822N
19250,09005700121709161741018012N
19252,09005700121709161202310712N
19280,09005700121709161715474422N
19296,09005700121709161653131642N
19309,09005700121709161715260072N
19339,09005700121709161654449902N
19349,09005700121709161708522212N
19375,09005700121709161203045722N
19411,09005700121709161708573252N
19416,09005700121709161202454672N
19433,09005700121709161316188452N
19461,09005700121709161734401022N
19485,09005700121709161500482132N
19517,09005700121709161500332522N
19628,09005700121709161652578682N
19645,09005700121709161654539112N
19656,09005700121709161729276472N
19693,09005700121709161728583112N
19730,09005700121709161654006292N
19757,09005700121709161652530162N
19815,09005700011601091140375719I
19879,09005700121709161500370942N
19923,09005700121709161201375312N
19952,09005700121709161500384022N
19988,09005700121709161500593242N
20079,09005700121709161654152632N
20092,09005700121709161500568092N
20097,09005700121709161201464572N
20110,09005700121709161202417052N
20208,09005700121709161654315152N
20226,09005700121709161654164622N
20266,09005700121709161654027472N
20306,09005700121709161654063072N
20407,09005700121709161708559352N
20494,09005700121709161500432262N
20556,09005700121709161652542482N
20621,09005700121709161653156692N
20681,09005700121709161706330832N
20720,09005700011511040449095776I
20791,09005700121709161201490172N
20848,09005700121709161652566252N
20871,09005700121709161709256562N
20903,09005700121709161202485852N
21046,09005700121709161203452272N
21062,09005700121709161202367192N
21150,09005700121709161728209902N
21161,09005700121709161316212692N
21222,09005700121709161203183942N
21224,09005700121709161653353842N
21242,09005700121709161654271652N
21255,09005700121709161653144212N
21285,09005700121709161653244092N
21308,09005700121709161729019662N
21325,09005700121709161653077622N
21327,09005700011601091039138819I
21341,09005700011511040449131966I
21435,09005700121709161500314762N
21461,09005700121709161709044432N
21463,09005700121709161202511702N
21465,09005700121709161202221462N
21502,09005700121709161654346712N
21548,09005700121709161316257692N
21607,09005700121709161708585972N
21652,09005700121709161500581142N
21659,09005700121709161654526302N
21669,09005700121709161654333412N
21672,09005700121709161728222622N
21688,09005700121709161201363032N
21691,09005700121709161728535962N
21865,01005700001311291123125685N
21911,09005700121709201315410448V
21934,01005700001311291124077305N
21944,09005700121709201301400098V
21945,09005700121709200951445248V
21972,09005700121709181320391898V
21973,01005700001311291121365215N
21977,09005700121709181321045798V
21990,09005700121709181319596878V
22003,09005700121709181320468948V
22026,01005700001311291134590865N
22081,09005700121709181320332748V
22124,09005700121709201302145288V
22129,09005700121709201155334538V
22150,09005700121709201127044038V
22165,09005700121709181321009748V
22229,09005700121709181320507018V
22292,09005700121709201154570578V
22301,09005700121709181320033928V
22341,09005700121709181321021868V
22391,09005700121709181321033868V
22397,09005700121709181319451028V
22424,09005700121709201303079898V
22440,01005700001311291123579385N
22445,01005700001311291122182135N
22447,09005700121709200951583038V
22460,09005700121709201301349768V
22477,09005700121709201304522818V
22491,09005700121709181319377048V
22525,09005700121709201125042548V
22548,09005700121709201123027238V
22569,09005700121709181319524718V
22578,09005700121709181319192408V
22635,09005700121709181320203348V
22638,09005700121709181320488288V
22657,01005700001311291122244845N
22722,09005700121709181319358788V
22747,09005700121709201123226618V
22801,09005700121709200952439668V
22829,01005700001311291120099255N
22873,09005700121709181319088538V
22874,09005700121709201122257128V
22882,09005700011601131404195202C
22895,09005700121709181319137108V
22899,09005700121709201122306048V
22929,09005700121709201303588438V
22973,09005700121709201303548598V
22985,09005700121709181320252778V
22988,01005700001311291124526015N
22994,09005700121709181319067318V
23045,09005700121709201303469948V
23064,09005700121709181320406528V
23090,09005700121709181320294638V
23117,09005700121709181319390028V
23141,01005700001311291123388205N
23160,09005700121709201304068188V
23243,09005700121709201301380948V
23303,09005700121709201012085618V
23308,09005700121709181319408158V
23336,09005700121709181320541428V
23443,09005700121709181320265788V
23485,09005700011601071230283109I
23540,09005700121709201302283808V
23559,09005700121709181321100608V
23610,09005700121709181320314008V
23611,09005700121709181319433648V
23614,09005700121709181319465288V
23621,09005700121709201124074378V
23632,09005700121709201012065388V
23659,09005700121709201302166078V
23723,09005700121709201127156678V
23764,01005700001311291122311085N
23784,09005700121709201131386068V
23821,01005700001311291129084165N
23826,09005700121709181320379198V
23829,01005700001311291122442675N
23847,09005700121709181320277558V
23860,09005700121709201125107948V
23864,09005700121709201124167158V
23880,09005700121709201125006208V
23881,09005700121709201304094348V
23905,01005700001311291135061265N
23985,09005700011601091107542239I
24027,09005700121709201123514938V
24047,09005700121709201131536148V
24077,01005700001311291135026275N
24083,09005700121709201302260708V
33732,09005700121709240958270798S
33746,09005700121709240955215678S
33760,09005700121709240956329028S
33778,09005700121709240955192548S
33780,09005700121709241427124688S
33791,09005700121709221526273478S
33804,09005700121709221529069248S
33813,09005700121709221525548048S
33816,09005700121709221529050308S
33823,09005700121709240958330448S
33836,09005700121709241427530078S
33840,09005700121709221526142228S
33853,09005700121709221526236488S
33869,09005700121709240955056318S
33878,09005700121709221528595118S
33880,09005700011606271315422988Y
33883,09005700121709221527527898S
33884,09005700121709240954344698S
33895,09005700121709221526179678S
33897,09005700121709241424271668S
33911,09005700121709240957478628S
33946,09005700121709221501091098S
33964,09005700121709221525534568S
33970,09005700121709240956352918S
33971,09005700121709240954271088S
33989,09005700121709221529093578S
33993,09005700121709221505253408S
34000,09005700121709221501015248S
34027,09005700121709221501027828S
34051,09005700121709221529106728S
34052,09005700011601091017413712C
34093,09005700121709240954312458S
34471,09005700121709221422341678S
34478,09005700121709221600051448S
34480,09005700121709221459202208S
34481,09005700121709221555494268S
34483,09005700121709221531193208S
34486,09005700121709221500126538S
34487,09005700121709231708196478S
34502,09005700011607211427017178Y
34504,09005700121709231705126818S
34506,09005700121709210933568518S
34508,09005700121709221431148508S
34509,09005700011607211422456988Y
34510,09005700121709231659241718S
34512,09005700121709240949349188S
34513,09005700121709221530162078S
34514,09005700121709221600069518S
34520,09005700121709231703375508S
34521,09005700121709210931363608S
34526,09005700121709221420169358S
34529,09005700121709231656383758S
34532,09005700121709221529387668S
34533,09005700121709201659326978S
34534,09005700121709241428288438S
34535,09005700121709221427267878S
34538,09005700121709231702593088S
34539,09005700121709221529454408S
34542,09005700121709231703303778S
34549,09005700011601061431280892C
34551,09005700121709231652396718S
34552,09005700121709201701163818S
34553,09005700121709221533157658S
34555,09005700121709221555551108S
34557,09005700121709231706239468S
34559,09005700121709210931115368S
34560,09005700121709221531176778S
34564,09005700121709231703111898S
34565,09005700121709201656489358S
34573,09005700121709210931184848S
34575,09005700121709210927460918S
34577,09005700121709210932453088S
34580,09005700121709231707518848S
34581,09005700121709221532374728S
34584,09005700121709210931250638S
34588,09005700121709221645565818S
34592,09005700011607211422481958Y
34594,09005700121709231700523188S
34600,09005700121709221652145338S
34603,09005700121709231708518228S
34604,09005700121709221458570318S
34607,09005700011601061454256412C
34609,09005700121709231707045438S
34612,09005700121709231704588738S
34618,09005700121709221431177898S
34619,09005700121709231703519068S
34620,09005700121709240953375198S
34622,09005700011607211423125398Y
34624,09005700121709221422423658S
34626,09005700121709221422252378S
34628,09005700121709210931100098S
34631,09005700121709221557577948S
34632,09005700121709231708098998S
34635,09005700121709210928495528S
34637,09005700121709231658304748S
34643,09005700121709240954196108S
34645,09005700121709210931551318S
34646,09005700121709221458541448S
34647,09005700121709231709497288S
34652,09005700121709221555280738S
34653,09005700011606281605050388Y
34654,09005700121709221532168628S
34656,09005700121709231708492608S
34657,09005700011607211422548468Y
34659,09005700121709221427328968S
34661,09005700121709231656474128S
34662,09005700121709231656512878S
34663,09005700121709210931564898S
34664,09005700121709221500596998S
34665,09005700121709221555314348S
34666,09005700121709201656511058S
34667,09005700121709201701210338S
34668,09005700121709201659452688S
34677,09005700121709231700109548S
34678,09005700121709210931172978S
34680,09005700121709221431317398S
34682,09005700121709231659268048S
34683,09005700121709221652023608S
34684,09005700121709201701228438S
34685,09005700121709221427215868S
34686,09005700121709221500249718S
34688,09005700121709221426526838S
34691,09005700121709201701174988S
34697,09005700121709241428305038S
34701,09005700121709201703185768S
34702,09005700121709231707016348S
34704,09005700121709221646365318S
34707,09005700121709201701187438S
34715,09005700011607211418189238Y
34719,09005700121709201703155268S
34720,09005700121709201656178808S
34722,09005700121709200941416808S
34723,09005700011607211422426938Y
34728,09005700121709221458582928S
34730,09005700121709221555196488S
34734,09005700121709240953419638S
34736,09005700121709210927437688S
34740,09005700121709210928476658S
34741,09005700121709231659186878S
34748,09005700121709240953436368S
34750,09005700121709210931262558S
34752,09005700121709221459181978S
34753,09005700121709221431405918S
34757,09005700121709221555301048S
34759,09005700121709221650480948S
34760,09005700121709210931063618S
34761,09005700121709231700132368S
34762,09005700121709221426160738S
34763,09005700121709231656085018S
34764,09005700121709231659354698S
34765,09005700121709221419576778S
34768,09005700121709221558178358S
34769,09005700121709231706527048S
34772,09005700121709221532209548S
34774,09005700121709221600021898S
34776,09005700121709231707351288S
34777,09005700121709231700016808S
34778,09005700121709221500308468S
34783,09005700011607211426483938Y
34786,09005700121709231656018638S
34787,09005700121709231703322448S
34792,09005700121709221556017078S
34793,09005700121709221430533608S
34795,09005700121709231706384668S
34798,09005700121709221556196178S
34801,09005700121709221427058428S
34808,09005700121709210931160008S
34809,09005700121709221458504488S
34811,09005700121709221529580008S
34817,09005700121709210932037378S
34818,09005700121709231659417738S
34826,09005700121709201703435198S
34828,09005700121709221529466858S
34833,09005700121709221500424248S
34834,09005700011607211417584178Y
34836,09005700121709221530069808S
34838,09005700121709231656071848S
34840,09005700121709221458522958S
34845,09005700121709221426245098S
34847,09005700121709231700404728S
34849,09005700011601091013538842C
34859,09005700121709221500091528S
34862,09005700121709221500273448S
34863,09005700121709221426146428S
34864,09005700121709231707549158S
34868,09005700121709221419532018S
34871,09005700011607211417562438Y
34872,09005700121709221555384708S
34875,09005700121709231652356828S
34876,09005700121709231706268168S
34878,09005700121709221428411378S
34879,09005700121709231659589098S
34882,09005700121709231708379778S
34884,09005700121709201659182298S
34885,09005700121709231702056568S
34886,09005700121709210931498678S
34888,09005700121709201659421378S
34889,09005700121709231703349768S
34892,09005700121709221530030558S
34900,09005700121709231711249008S
34906,09005700121709221649596558S
34914,09005700121709231707585558S
34915,09005700121709201702582948S
34920,09005700121709221647112808S
34921,09005700121709231659328358S
34923,09005700121709210931196168S
34926,09005700121709221558275018S
34929,09005700121709221530081858S
34932,09005700121709221531157978S
34934,09005700121709221431419508S
34938,09005700121709210930100618S
34942,09005700011607211427049098Y
34943,09005700121709231656046578S
34946,09005700121709221533212228S
34948,09005700121709201656447758S
34951,09005700121709221557097148S
34952,09005700121709221556043978S
34953,09005700121709201656263398S
34955,09005700121709241428208098S
34957,09005700121709221500261288S
34961,09005700121709231711207058S
34962,09005700121709221420141408S
34963,09005700121709221555598908S
34965,09005700121709201701515498S
34969,09005700011607211432206588Y
34970,09005700121709201703097428S
34972,09005700121709221430017618S
34976,09005700121709201703173648S
34979,09005700011606281547178328Y
34982,09005700121709231656490658S
